Id,Type,Name,email,age,Income,Spend,Savings,Debt,Education,Credit Rating,IS employed,Is Employable ,HasCriminalBackground,Unemployed For
11066,SELF,SomeName1066,shh1@shh.com,2,978049853,80,53,25,High School,1,F,F,F,45
11067,CORP,SomeName1067,shh1@shh.com,57,902975400,53,45,16,Undergrad,3,T,T,T,46
11068,UNK,SomeName1068,shh1@shh.com,101,688590451,66,32,36,Graduate,10,F,F,F,47
11069,GOVT,SomeName1069,shh1@shh.com,3,675490804,40,56,16,Masters,10,T,T,T,47
11070,SELF,SomeName1070,shh1@shh.com,34,345164977,27,43,-25,PhD,8,F,F,F,22
11071,CORP,SomeName1071,shh1@shh.com,67,866403540,15,36,3,High School,0,T,T,T,1
11072,UNK,SomeName1072,shh1@shh.com,61,401861892,74,47,22,Undergrad,2,F,F,F,22
11073,GOVT,SomeName1073,shh1@shh.com,6,799401921,66,51,13,Graduate,9,T,T,T,8
11074,SELF,SomeName1074,shh1@shh.com,74,244967475,59,36,20,Masters,9,F,F,F,33
11075,CORP,SomeName1075,shh1@shh.com,59,405044615,41,55,28,PhD,3,T,T,T,6
11076,UNK,SomeName1076,shh1@shh.com,104,338257857,63,60,-46,High School,1,F,F,F,36
11077,GOVT,SomeName1077,shh1@shh.com,3,830752000,79,57,20,Undergrad,2,T,T,T,47
11078,SELF,SomeName1078,shh1@shh.com,91,252497513,21,43,-18,Graduate,4,F,F,F,15
11079,CORP,SomeName1079,shh1@shh.com,67,942829851,37,50,3,Masters,4,T,T,T,55
11080,UNK,SomeName1080,shh1@shh.com,97,868733658,51,60,43,PhD,3,F,F,F,21
11081,GOVT,SomeName1081,shh1@shh.com,94,544206643,69,51,-7,High School,2,T,T,T,40
11082,SELF,SomeName1082,shh1@shh.com,64,82907065,42,42,-24,Undergrad,8,F,F,F,51
11083,CORP,SomeName1083,shh1@shh.com,1,733255161,24,42,-49,Graduate,1,T,T,T,36
11084,UNK,SomeName1084,shh1@shh.com,51,694589203,15,37,2,Masters,0,F,F,F,59
11085,GOVT,SomeName1085,shh1@shh.com,78,452029008,60,47,-21,PhD,8,T,T,T,23
11086,SELF,SomeName1086,shh1@shh.com,94,301496338,77,39,54,High School,6,F,F,F,8
11087,CORP,SomeName1087,shh1@shh.com,52,914792265,78,48,28,Undergrad,0,T,T,T,55
11088,UNK,SomeName1088,shh1@shh.com,11,51347991,70,52,-43,Graduate,3,F,F,F,54
11089,GOVT,SomeName1089,shh1@shh.com,84,39152609,36,36,-34,Masters,10,T,T,T,40
11090,SELF,SomeName1090,shh1@shh.com,10,275341367,50,59,-46,PhD,8,F,F,F,40
11091,CORP,SomeName1091,shh1@shh.com,2,10655783,27,39,60,High School,6,T,T,T,21
11092,UNK,SomeName1092,shh1@shh.com,10,606533307,36,58,50,Undergrad,0,F,F,F,54
11093,GOVT,SomeName1093,shh1@shh.com,107,229504584,26,58,43,Graduate,3,T,T,T,31
11094,SELF,SomeName1094,shh1@shh.com,16,697220973,24,58,29,Masters,3,F,F,F,12
11095,CORP,SomeName1095,shh1@shh.com,31,205845486,20,52,-12,PhD,5,T,T,T,56
11096,UNK,SomeName1096,shh1@shh.com,96,744130207,18,40,-5,High School,6,F,F,F,31
11097,GOVT,SomeName1097,shh1@shh.com,79,988759515,43,45,49,Undergrad,0,T,T,T,59
11098,SELF,SomeName1098,shh1@shh.com,33,818831996,21,35,-26,Graduate,8,F,F,F,41
11099,CORP,SomeName1099,shh1@shh.com,95,986554483,15,39,-27,Masters,8,T,T,T,22
11100,UNK,SomeName1100,shh1@shh.com,29,879468782,31,33,24,PhD,0,F,F,F,38
11101,GOVT,SomeName1101,shh1@shh.com,18,919467889,72,46,-7,High School,6,T,T,T,38
11102,SELF,SomeName1102,shh1@shh.com,20,287206396,62,32,-40,Undergrad,6,F,F,F,34
11103,CORP,SomeName1103,shh1@shh.com,18,106133871,54,37,-20,Graduate,1,T,T,T,19
11104,UNK,SomeName1104,shh1@shh.com,105,698130777,62,36,11,Masters,5,F,F,F,18
11105,GOVT,SomeName1105,shh1@shh.com,48,245989921,16,57,57,PhD,0,T,T,T,12
11106,SELF,SomeName1106,shh1@shh.com,102,661298975,33,54,46,High School,6,F,F,F,59
11107,CORP,SomeName1107,shh1@shh.com,3,657774496,19,52,13,Undergrad,0,T,T,T,36
11108,UNK,SomeName1108,shh1@shh.com,23,503353370,36,53,-1,Graduate,4,F,F,F,26
11109,GOVT,SomeName1109,shh1@shh.com,59,774967905,70,32,-14,Masters,2,T,T,T,9
11110,SELF,SomeName1110,shh1@shh.com,33,649084642,74,30,-42,PhD,2,F,F,F,44
11111,CORP,SomeName1111,shh1@shh.com,15,570069655,22,51,3,High School,5,T,T,T,42
11112,UNK,SomeName1112,shh1@shh.com,59,608214135,27,40,42,Undergrad,3,F,F,F,4
11113,GOVT,SomeName1113,shh1@shh.com,96,759457429,59,36,-1,Graduate,2,T,T,T,36
11114,SELF,SomeName1114,shh1@shh.com,29,26360885,58,36,3,Masters,3,F,F,F,34
11115,CORP,SomeName1115,shh1@shh.com,33,256011563,34,30,19,PhD,1,T,T,T,35
11116,UNK,SomeName1116,shh1@shh.com,93,113719798,16,58,4,High School,7,F,F,F,60
11117,GOVT,SomeName1117,shh1@shh.com,35,579409822,74,54,-27,Undergrad,3,T,T,T,42
11118,SELF,SomeName1118,shh1@shh.com,81,948329455,54,44,-12,Graduate,0,F,F,F,10
11119,CORP,SomeName1119,shh1@shh.com,74,654235685,16,57,7,Masters,5,T,T,T,42
11120,UNK,SomeName1120,shh1@shh.com,105,405802599,29,45,-37,PhD,5,F,F,F,46
11121,GOVT,SomeName1121,shh1@shh.com,105,550439936,38,43,-1,High School,3,T,T,T,43
11122,SELF,SomeName1122,shh1@shh.com,45,297651438,21,39,-35,Undergrad,9,F,F,F,56
11123,CORP,SomeName1123,shh1@shh.com,19,699774278,76,42,49,Graduate,3,T,T,T,28
11124,UNK,SomeName1124,shh1@shh.com,105,36524064,55,40,21,Masters,1,F,F,F,9
11125,GOVT,SomeName1125,shh1@shh.com,109,866370215,19,56,42,PhD,6,T,T,T,25
11126,SELF,SomeName1126,shh1@shh.com,101,36054174,40,31,24,High School,5,F,F,F,51
11127,CORP,SomeName1127,shh1@shh.com,68,870131621,22,36,-19,Undergrad,1,T,T,T,57
11128,UNK,SomeName1128,shh1@shh.com,75,655037148,38,38,40,Graduate,3,F,F,F,16
11129,GOVT,SomeName1129,shh1@shh.com,70,279554955,60,58,-46,Masters,2,T,T,T,28
11130,SELF,SomeName1130,shh1@shh.com,35,218280318,29,53,39,PhD,7,F,F,F,40
11131,CORP,SomeName1131,shh1@shh.com,68,583932507,44,37,18,High School,2,T,T,T,30
11132,UNK,SomeName1132,shh1@shh.com,91,800243343,35,34,6,Undergrad,9,F,F,F,21
11133,GOVT,SomeName1133,shh1@shh.com,107,930709995,49,53,3,Graduate,9,T,T,T,2
11134,SELF,SomeName1134,shh1@shh.com,4,771252695,52,47,-45,Masters,3,F,F,F,55
11135,CORP,SomeName1135,shh1@shh.com,108,634871322,45,60,54,PhD,5,T,T,T,22
11136,UNK,SomeName1136,shh1@shh.com,58,734828254,53,32,23,High School,10,F,F,F,49
11137,GOVT,SomeName1137,shh1@shh.com,19,979795620,45,49,44,Undergrad,0,T,T,T,55
11138,SELF,SomeName1138,shh1@shh.com,62,450635244,27,32,-30,Graduate,10,F,F,F,18
11139,CORP,SomeName1139,shh1@shh.com,41,476162792,17,60,-42,Masters,10,T,T,T,48
11140,UNK,SomeName1140,shh1@shh.com,75,442732304,24,48,7,PhD,7,F,F,F,15
11141,GOVT,SomeName1141,shh1@shh.com,27,761481550,36,51,-22,High School,0,T,T,T,44
11142,SELF,SomeName1142,shh1@shh.com,100,738586863,80,42,-1,Undergrad,9,F,F,F,23
11143,CORP,SomeName1143,shh1@shh.com,39,390075820,37,59,3,Graduate,7,T,T,T,18
11144,UNK,SomeName1144,shh1@shh.com,89,791403362,25,47,6,Masters,4,F,F,F,46
11145,GOVT,SomeName1145,shh1@shh.com,78,3409945,60,40,-32,PhD,2,T,T,T,10
11146,SELF,SomeName1146,shh1@shh.com,70,427899901,49,30,-31,High School,10,F,F,F,31
11147,CORP,SomeName1147,shh1@shh.com,37,561529469,41,57,-19,Undergrad,8,T,T,T,46
11148,UNK,SomeName1148,shh1@shh.com,66,471283154,50,48,17,Graduate,7,F,F,F,13
11149,GOVT,SomeName1149,shh1@shh.com,34,486645419,80,51,-27,Masters,0,T,T,T,15
11150,SELF,SomeName1150,shh1@shh.com,105,260777920,41,51,48,PhD,3,F,F,F,27
11151,CORP,SomeName1151,shh1@shh.com,18,152912731,59,60,6,High School,9,T,T,T,30
11152,UNK,SomeName1152,shh1@shh.com,18,130931810,66,51,0,Undergrad,8,F,F,F,15
11153,GOVT,SomeName1153,shh1@shh.com,26,123079521,40,32,9,Graduate,8,T,T,T,41
11154,SELF,SomeName1154,shh1@shh.com,39,245005384,18,35,33,Masters,8,F,F,F,52
11155,CORP,SomeName1155,shh1@shh.com,66,836306548,74,33,0,PhD,0,T,T,T,4
11156,UNK,SomeName1156,shh1@shh.com,108,624308950,42,46,-9,High School,1,F,F,F,7
11157,GOVT,SomeName1157,shh1@shh.com,20,174763531,20,42,-30,Undergrad,10,T,T,T,23
11158,SELF,SomeName1158,shh1@shh.com,89,533531430,18,50,17,Graduate,6,F,F,F,26
11159,CORP,SomeName1159,shh1@shh.com,4,209926455,49,40,22,Masters,7,T,T,T,54
11160,UNK,SomeName1160,shh1@shh.com,8,62557874,44,31,-28,PhD,10,F,F,F,41
11161,GOVT,SomeName1161,shh1@shh.com,95,424263210,65,51,-33,High School,2,T,T,T,27
11162,SELF,SomeName1162,shh1@shh.com,1,619341926,15,34,50,Undergrad,6,F,F,F,3
11163,CORP,SomeName1163,shh1@shh.com,90,588860398,79,45,38,Graduate,6,T,T,T,55
11164,UNK,SomeName1164,shh1@shh.com,46,318751510,29,53,51,Masters,5,F,F,F,22
11165,GOVT,SomeName1165,shh1@shh.com,105,80394594,66,56,24,PhD,7,T,T,T,11
11166,SELF,SomeName1166,shh1@shh.com,62,887856781,58,30,41,High School,0,F,F,F,40
11167,CORP,SomeName1167,shh1@shh.com,10,664547857,24,34,6,Undergrad,8,T,T,T,25
11168,UNK,SomeName1168,shh1@shh.com,99,947179531,52,32,32,Graduate,1,F,F,F,8
11169,GOVT,SomeName1169,shh1@shh.com,96,748267990,18,44,-46,Masters,10,T,T,T,32
11170,SELF,SomeName1170,shh1@shh.com,76,631415513,43,52,19,PhD,10,F,F,F,20
11171,CORP,SomeName1171,shh1@shh.com,109,908893771,32,42,-30,High School,0,T,T,T,50
11172,UNK,SomeName1172,shh1@shh.com,10,143613798,29,55,-34,Undergrad,1,F,F,F,4
11173,GOVT,SomeName1173,shh1@shh.com,54,613024441,51,60,-1,Graduate,3,T,T,T,47
11174,SELF,SomeName1174,shh1@shh.com,38,493065614,18,40,14,Masters,7,F,F,F,38
11175,CORP,SomeName1175,shh1@shh.com,45,775724716,44,41,7,PhD,6,T,T,T,53
11176,UNK,SomeName1176,shh1@shh.com,40,503793472,79,34,-27,High School,0,F,F,F,40
11177,GOVT,SomeName1177,shh1@shh.com,20,216861683,34,33,-3,Undergrad,10,T,T,T,54
11178,SELF,SomeName1178,shh1@shh.com,103,752013477,64,44,-6,Graduate,3,F,F,F,32
11179,CORP,SomeName1179,shh1@shh.com,82,758765523,47,52,34,Masters,9,T,T,T,40
11180,UNK,SomeName1180,shh1@shh.com,25,140063886,42,38,1,PhD,10,F,F,F,13
11181,GOVT,SomeName1181,shh1@shh.com,79,683391671,41,36,40,High School,8,T,T,T,58
11182,SELF,SomeName1182,shh1@shh.com,69,823292973,46,50,53,Undergrad,1,F,F,F,47
11183,CORP,SomeName1183,shh1@shh.com,56,400677259,71,52,55,Graduate,1,T,T,T,4
11184,UNK,SomeName1184,shh1@shh.com,110,23283023,50,39,-11,Masters,0,F,F,F,56
11185,GOVT,SomeName1185,shh1@shh.com,75,73603315,39,42,29,PhD,10,T,T,T,17
11186,SELF,SomeName1186,shh1@shh.com,84,483924527,21,35,-25,High School,10,F,F,F,48
11187,CORP,SomeName1187,shh1@shh.com,59,876268629,41,40,30,Undergrad,3,T,T,T,46
11188,UNK,SomeName1188,shh1@shh.com,80,143393014,60,43,-26,Graduate,9,F,F,F,58
11189,GOVT,SomeName1189,shh1@shh.com,62,103400271,65,38,50,Masters,9,T,T,T,58
11190,SELF,SomeName1190,shh1@shh.com,46,948763124,72,58,21,PhD,9,F,F,F,39
11191,CORP,SomeName1191,shh1@shh.com,7,894213970,55,34,7,High School,9,T,T,T,21
11192,UNK,SomeName1192,shh1@shh.com,59,345101629,47,50,-6,Undergrad,5,F,F,F,18
11193,GOVT,SomeName1193,shh1@shh.com,64,975459238,58,56,35,Graduate,0,T,T,T,20
11194,SELF,SomeName1194,shh1@shh.com,18,770871384,66,31,31,Masters,10,F,F,F,59
11195,CORP,SomeName1195,shh1@shh.com,35,267119820,39,42,-7,PhD,0,T,T,T,22
11196,UNK,SomeName1196,shh1@shh.com,103,144651753,57,57,2,High School,2,F,F,F,23
11197,GOVT,SomeName1197,shh1@shh.com,102,613163710,49,30,-11,Undergrad,10,T,T,T,11
11198,SELF,SomeName1198,shh1@shh.com,48,327287857,48,35,27,Graduate,10,F,F,F,24
11199,CORP,SomeName1199,shh1@shh.com,35,427292386,24,46,-29,Masters,4,T,T,T,32
11200,UNK,SomeName1200,shh1@shh.com,42,111871660,18,47,34,PhD,8,F,F,F,47
11201,GOVT,SomeName1201,shh1@shh.com,56,490691565,61,32,45,High School,2,T,T,T,8
11202,SELF,SomeName1202,shh1@shh.com,46,775134725,34,49,2,Undergrad,9,F,F,F,49
11203,CORP,SomeName1203,shh1@shh.com,13,856476475,43,32,-33,Graduate,8,T,T,T,19
11204,UNK,SomeName1204,shh1@shh.com,101,380978923,29,39,-29,Masters,8,F,F,F,36
11205,GOVT,SomeName1205,shh1@shh.com,90,560301366,26,33,13,PhD,9,T,T,T,52
11206,SELF,SomeName1206,shh1@shh.com,72,632561180,64,38,47,High School,1,F,F,F,1
11207,CORP,SomeName1207,shh1@shh.com,35,310182746,29,44,-40,Undergrad,7,T,T,T,32
11208,UNK,SomeName1208,shh1@shh.com,37,295403269,25,46,-24,Graduate,4,F,F,F,34
11209,GOVT,SomeName1209,shh1@shh.com,95,428413932,20,54,45,Masters,1,T,T,T,46
11210,SELF,SomeName1210,shh1@shh.com,101,420411192,18,58,-45,PhD,0,F,F,F,46
11211,CORP,SomeName1211,shh1@shh.com,91,84747811,75,57,55,High School,8,T,T,T,54
11212,UNK,SomeName1212,shh1@shh.com,46,983928329,35,31,6,Undergrad,4,F,F,F,51
11213,GOVT,SomeName1213,shh1@shh.com,11,363709629,27,46,28,Graduate,4,T,T,T,37
11214,SELF,SomeName1214,shh1@shh.com,80,496305463,18,41,-6,Masters,4,F,F,F,58
11215,CORP,SomeName1215,shh1@shh.com,15,899778572,31,49,44,PhD,4,T,T,T,1
11216,UNK,SomeName1216,shh1@shh.com,38,858758334,37,56,56,High School,7,F,F,F,11
11217,GOVT,SomeName1217,shh1@shh.com,64,999740646,37,53,36,Undergrad,9,T,T,T,15
11218,SELF,SomeName1218,shh1@shh.com,93,357079880,31,34,9,Graduate,4,F,F,F,41
11219,CORP,SomeName1219,shh1@shh.com,97,131335893,66,49,26,Masters,9,T,T,T,32
11220,UNK,SomeName1220,shh1@shh.com,66,443057555,18,52,-38,PhD,4,F,F,F,22
11221,GOVT,SomeName1221,shh1@shh.com,7,40277045,59,38,-31,High School,5,T,T,T,39
11222,SELF,SomeName1222,shh1@shh.com,22,113380700,52,44,-39,Undergrad,1,F,F,F,38
11223,CORP,SomeName1223,shh1@shh.com,60,43910173,55,38,43,Graduate,6,T,T,T,52
11224,UNK,SomeName1224,shh1@shh.com,89,544821632,25,38,30,Masters,1,F,F,F,24
11225,GOVT,SomeName1225,shh1@shh.com,14,49021243,64,47,5,PhD,4,T,T,T,53
11226,SELF,SomeName1226,shh1@shh.com,13,307152870,49,41,-3,High School,5,F,F,F,28
11227,CORP,SomeName1227,shh1@shh.com,62,809196035,16,30,-49,Undergrad,2,T,T,T,17
11228,UNK,SomeName1228,shh1@shh.com,54,538330308,21,35,44,Graduate,4,F,F,F,11
11229,GOVT,SomeName1229,shh1@shh.com,33,782852272,66,60,-46,Masters,1,T,T,T,51
11230,SELF,SomeName1230,shh1@shh.com,104,575383764,28,56,-29,PhD,5,F,F,F,19
11231,CORP,SomeName1231,shh1@shh.com,59,648103952,70,32,43,High School,8,T,T,T,5
11232,UNK,SomeName1232,shh1@shh.com,53,764253512,33,30,-21,Undergrad,5,F,F,F,1
11233,GOVT,SomeName1233,shh1@shh.com,74,80180543,60,44,28,Graduate,8,T,T,T,16
11234,SELF,SomeName1234,shh1@shh.com,4,997058754,70,47,22,Masters,1,F,F,F,23
11235,CORP,SomeName1235,shh1@shh.com,14,901971911,45,53,-17,PhD,8,T,T,T,51
11236,UNK,SomeName1236,shh1@shh.com,79,120444692,58,56,23,High School,0,F,F,F,47
11237,GOVT,SomeName1237,shh1@shh.com,28,51703634,77,48,-11,Undergrad,2,T,T,T,25
11238,SELF,SomeName1238,shh1@shh.com,25,175579445,40,53,-28,Graduate,6,F,F,F,38
11239,CORP,SomeName1239,shh1@shh.com,25,869692329,37,31,4,Masters,9,T,T,T,38
11240,UNK,SomeName1240,shh1@shh.com,11,310813145,50,46,-43,PhD,6,F,F,F,12
11241,GOVT,SomeName1241,shh1@shh.com,21,280928733,29,41,-50,High School,1,T,T,T,28
11242,SELF,SomeName1242,shh1@shh.com,49,17742825,72,30,32,Undergrad,0,F,F,F,47
11243,CORP,SomeName1243,shh1@shh.com,16,317042220,15,47,-8,Graduate,6,T,T,T,34
11244,UNK,SomeName1244,shh1@shh.com,97,302497558,22,46,31,Masters,9,F,F,F,38
11245,GOVT,SomeName1245,shh1@shh.com,103,582186562,58,54,-50,PhD,6,T,T,T,27
11246,SELF,SomeName1246,shh1@shh.com,45,924831180,64,43,16,High School,1,F,F,F,57
11247,CORP,SomeName1247,shh1@shh.com,15,766656534,66,40,35,Undergrad,8,T,T,T,49
11248,UNK,SomeName1248,shh1@shh.com,88,571495812,44,60,6,Graduate,5,F,F,F,46
11249,GOVT,SomeName1249,shh1@shh.com,70,77308485,78,35,29,Masters,9,T,T,T,34
11250,SELF,SomeName1250,shh1@shh.com,56,737634534,43,49,27,PhD,8,F,F,F,50
11251,CORP,SomeName1251,shh1@shh.com,39,595292097,46,34,-27,High School,8,T,T,T,45
11252,UNK,SomeName1252,shh1@shh.com,27,376338704,49,30,34,Undergrad,3,F,F,F,19
11253,GOVT,SomeName1253,shh1@shh.com,20,622549969,50,49,8,Graduate,5,T,T,T,11
11254,SELF,SomeName1254,shh1@shh.com,33,904842915,65,43,-11,Masters,3,F,F,F,8
11255,CORP,SomeName1255,shh1@shh.com,102,372845098,25,42,58,PhD,5,T,T,T,11
11256,UNK,SomeName1256,shh1@shh.com,37,112446883,73,46,21,High School,2,F,F,F,11
11257,GOVT,SomeName1257,shh1@shh.com,107,118765420,18,53,-40,Undergrad,9,T,T,T,60
11258,SELF,SomeName1258,shh1@shh.com,69,335666890,76,45,56,Graduate,5,F,F,F,14
11259,CORP,SomeName1259,shh1@shh.com,25,768576374,64,56,-43,Masters,10,T,T,T,34
11260,UNK,SomeName1260,shh1@shh.com,38,671755682,67,47,33,PhD,10,F,F,F,17
11261,GOVT,SomeName1261,shh1@shh.com,67,642812127,77,60,-42,High School,10,T,T,T,47
11262,SELF,SomeName1262,shh1@shh.com,40,391847130,20,43,-37,Undergrad,3,F,F,F,28
11263,CORP,SomeName1263,shh1@shh.com,69,700180533,17,51,-25,Graduate,5,T,T,T,8
11264,UNK,SomeName1264,shh1@shh.com,86,910644838,18,39,-33,Masters,10,F,F,F,60
11265,GOVT,SomeName1265,shh1@shh.com,94,997791253,80,45,-15,PhD,6,T,T,T,45
11266,SELF,SomeName1266,shh1@shh.com,61,952916589,36,51,-18,High School,3,F,F,F,47
11267,CORP,SomeName1267,shh1@shh.com,96,103939225,80,35,-26,Undergrad,4,T,T,T,28
11268,UNK,SomeName1268,shh1@shh.com,73,661960493,16,52,60,Graduate,10,F,F,F,46
11269,GOVT,SomeName1269,shh1@shh.com,89,176947663,28,48,-41,Masters,1,T,T,T,19
11270,SELF,SomeName1270,shh1@shh.com,81,274678883,68,42,9,PhD,1,F,F,F,53
11271,CORP,SomeName1271,shh1@shh.com,54,665801448,65,35,-21,High School,3,T,T,T,21
11272,UNK,SomeName1272,shh1@shh.com,82,668303675,37,51,-33,Undergrad,0,F,F,F,50
11273,GOVT,SomeName1273,shh1@shh.com,76,598690970,59,59,24,Graduate,1,T,T,T,60
11274,SELF,SomeName1274,shh1@shh.com,96,179553545,16,50,40,Masters,0,F,F,F,44
11275,CORP,SomeName1275,shh1@shh.com,38,89004166,70,32,6,PhD,2,T,T,T,48
11276,UNK,SomeName1276,shh1@shh.com,107,947652238,15,36,41,High School,6,F,F,F,47
11277,GOVT,SomeName1277,shh1@shh.com,82,110353759,60,37,-12,Undergrad,10,T,T,T,60
11278,SELF,SomeName1278,shh1@shh.com,38,720527154,18,60,14,Graduate,9,F,F,F,30
11279,CORP,SomeName1279,shh1@shh.com,14,781386339,26,38,26,Masters,8,T,T,T,35
11280,UNK,SomeName1280,shh1@shh.com,96,675108687,75,52,59,PhD,6,F,F,F,20
11281,GOVT,SomeName1281,shh1@shh.com,86,488403000,75,52,31,High School,8,T,T,T,41
11282,SELF,SomeName1282,shh1@shh.com,11,143649782,38,52,-31,Undergrad,5,F,F,F,13
11283,CORP,SomeName1283,shh1@shh.com,8,404939450,44,35,-21,Graduate,5,T,T,T,23
11284,UNK,SomeName1284,shh1@shh.com,107,357416780,76,36,11,Masters,8,F,F,F,13
11285,GOVT,SomeName1285,shh1@shh.com,65,847913802,27,35,26,PhD,6,T,T,T,51
11286,SELF,SomeName1286,shh1@shh.com,62,355055134,78,51,48,High School,2,F,F,F,51
11287,CORP,SomeName1287,shh1@shh.com,98,427784076,16,57,36,Undergrad,3,T,T,T,31
11288,UNK,SomeName1288,shh1@shh.com,22,220167828,27,30,-14,Graduate,10,F,F,F,27
11289,GOVT,SomeName1289,shh1@shh.com,44,729924138,51,43,-11,Masters,3,T,T,T,6
11290,SELF,SomeName1290,shh1@shh.com,50,131232312,52,36,56,PhD,4,F,F,F,1
11291,CORP,SomeName1291,shh1@shh.com,91,858264032,59,34,-50,High School,0,T,T,T,22
11292,UNK,SomeName1292,shh1@shh.com,42,730918948,30,51,-36,Undergrad,0,F,F,F,7
11293,GOVT,SomeName1293,shh1@shh.com,65,96795563,27,42,-6,Graduate,0,T,T,T,59
11294,SELF,SomeName1294,shh1@shh.com,10,631413504,30,36,50,Masters,3,F,F,F,34
11295,CORP,SomeName1295,shh1@shh.com,90,153498129,61,49,32,PhD,4,T,T,T,15
11296,UNK,SomeName1296,shh1@shh.com,87,407049651,19,47,-29,High School,4,F,F,F,29
11297,GOVT,SomeName1297,shh1@shh.com,89,182856427,64,39,-16,Undergrad,8,T,T,T,16
11298,SELF,SomeName1298,shh1@shh.com,4,799196075,73,37,-18,Graduate,1,F,F,F,40
11299,CORP,SomeName1299,shh1@shh.com,79,583941122,80,31,-39,Masters,0,T,T,T,34
11300,UNK,SomeName1300,shh1@shh.com,22,237920407,55,34,8,PhD,3,F,F,F,42
11301,GOVT,SomeName1301,shh1@shh.com,102,405725616,54,56,16,High School,7,T,T,T,34
11302,SELF,SomeName1302,shh1@shh.com,22,955461966,77,45,-44,Undergrad,5,F,F,F,34
11303,CORP,SomeName1303,shh1@shh.com,81,868124168,30,59,0,Graduate,1,T,T,T,52
11304,UNK,SomeName1304,shh1@shh.com,94,627832511,80,51,8,Masters,5,F,F,F,27
11305,GOVT,SomeName1305,shh1@shh.com,88,163014130,79,56,-26,PhD,7,T,T,T,4
11306,SELF,SomeName1306,shh1@shh.com,65,472919066,32,60,-35,High School,5,F,F,F,1
11307,CORP,SomeName1307,shh1@shh.com,40,940727105,80,45,-44,Undergrad,0,T,T,T,52
11308,UNK,SomeName1308,shh1@shh.com,60,741505200,57,50,-44,Graduate,4,F,F,F,4
11309,GOVT,SomeName1309,shh1@shh.com,2,898464164,65,36,0,Masters,3,T,T,T,39
11310,SELF,SomeName1310,shh1@shh.com,70,376098247,27,36,-33,PhD,1,F,F,F,30
11311,CORP,SomeName1311,shh1@shh.com,79,280388286,38,34,-27,High School,3,T,T,T,35
11312,UNK,SomeName1312,shh1@shh.com,15,735691537,71,52,-21,Undergrad,6,F,F,F,45
11313,GOVT,SomeName1313,shh1@shh.com,4,394671583,51,44,30,Graduate,7,T,T,T,17
11314,SELF,SomeName1314,shh1@shh.com,36,224496321,21,59,-36,Masters,10,F,F,F,21
11315,CORP,SomeName1315,shh1@shh.com,48,462203816,79,57,17,PhD,1,T,T,T,20
11316,UNK,SomeName1316,shh1@shh.com,89,60959690,29,49,52,High School,6,F,F,F,36
11317,GOVT,SomeName1317,shh1@shh.com,43,189688827,77,40,-24,Undergrad,5,T,T,T,8
11318,SELF,SomeName1318,shh1@shh.com,79,938861087,34,32,-46,Graduate,10,F,F,F,4
11319,CORP,SomeName1319,shh1@shh.com,22,802183707,31,55,11,Masters,8,T,T,T,60
11320,UNK,SomeName1320,shh1@shh.com,24,802548020,42,32,-35,PhD,9,F,F,F,37
11321,GOVT,SomeName1321,shh1@shh.com,39,456805119,52,30,24,High School,6,T,T,T,39
11322,SELF,SomeName1322,shh1@shh.com,66,713928917,15,54,47,Undergrad,4,F,F,F,1
11323,CORP,SomeName1323,shh1@shh.com,15,442227178,75,39,13,Graduate,3,T,T,T,55
11324,UNK,SomeName1324,shh1@shh.com,98,812693096,79,39,-10,Masters,7,F,F,F,35
11325,GOVT,SomeName1325,shh1@shh.com,5,248080464,28,53,0,PhD,1,T,T,T,53
11326,SELF,SomeName1326,shh1@shh.com,39,482909688,55,40,-31,High School,4,F,F,F,50
11327,CORP,SomeName1327,shh1@shh.com,79,295010560,59,37,14,Undergrad,5,T,T,T,8
11328,UNK,SomeName1328,shh1@shh.com,20,977707711,64,60,9,Graduate,5,F,F,F,39
11329,GOVT,SomeName1329,shh1@shh.com,19,726473344,71,43,-6,Masters,8,T,T,T,20
11330,SELF,SomeName1330,shh1@shh.com,67,105678989,36,37,-5,PhD,0,F,F,F,32
11331,CORP,SomeName1331,shh1@shh.com,36,123082677,23,48,36,High School,4,T,T,T,17
11332,UNK,SomeName1332,shh1@shh.com,12,906269165,45,36,-8,Undergrad,9,F,F,F,26
11333,GOVT,SomeName1333,shh1@shh.com,45,67761596,15,52,46,Graduate,10,T,T,T,60
11334,SELF,SomeName1334,shh1@shh.com,33,129584823,24,52,-9,Masters,0,F,F,F,9
11335,CORP,SomeName1335,shh1@shh.com,57,364573272,28,42,55,PhD,7,T,T,T,27
11336,UNK,SomeName1336,shh1@shh.com,90,634588639,60,57,24,High School,7,F,F,F,39
11337,GOVT,SomeName1337,shh1@shh.com,54,213030082,56,52,25,Undergrad,3,T,T,T,20
11338,SELF,SomeName1338,shh1@shh.com,8,79219732,72,45,-41,Graduate,2,F,F,F,22
11339,CORP,SomeName1339,shh1@shh.com,11,91391318,45,35,50,Masters,7,T,T,T,12
11340,UNK,SomeName1340,shh1@shh.com,9,966938533,28,41,-36,PhD,2,F,F,F,32
11341,GOVT,SomeName1341,shh1@shh.com,86,101853239,49,39,-37,High School,4,T,T,T,47
11342,SELF,SomeName1342,shh1@shh.com,63,48281404,39,31,19,Undergrad,4,F,F,F,2
11343,CORP,SomeName1343,shh1@shh.com,99,15555794,31,42,45,Graduate,10,T,T,T,53
